,school,district,county,snr_enroll,sat_snr_testers,sat_num_erw_bm,sat_pct_erw_bm,sat_num_math_bm,sat_pct_math_bm,sat_num_both_bm,sat_pct_both_bm,act_testers,act_avg_read_scr,act_avg_eng_scr,act_avg_math_scr,act_avg_sci_scr,num_act_benchmark,pct_act_benchmark,sat_pct_participation,act_pct_participation
199,Alain Leroy Locke College Preparatory Academy,Los Angeles Unified,Los Angeles,382.0,98.0,28.0,28.57,10.0,10.2,9.0,9.18,112.0,14.0,14.0,16.0,15.0,7.0,6.25,25.654450261780106,29.31937172774869
200,Murrieta Mesa High,Murrieta Valley Unified,Riverside,574.0,225.0,173.0,76.89,125.0,55.56,120.0,53.33,151.0,22.0,21.0,21.0,21.0,80.0,52.98,39.198606271777,26.306620209059233
201,Citrus Valley High,Redlands Unified,San Bernardino,490.0,306.0,211.0,68.95,158.0,51.63,143.0,46.73,33.0,24.0,23.0,23.0,23.0,20.0,60.61,62.44897959183674,6.73469387755102
202,King-Chavez Community High,San Diego Unified,San Diego,87.0,34.0,6.0,17.65,0.0,0.0,0.0,0.0,17.0,16.0,13.0,16.0,15.0,0.0,0.0,39.08045977011494,19.54022988505747
203,Shadow Hills High,Desert Sands Unified,Riverside,528.0,185.0,127.0,68.65,45.0,24.32,42.0,22.7,34.0,18.0,17.0,17.0,18.0,7.0,20.59,35.03787878787879,6.4393939393939394
205,Del Norte High,Poway Unified,San Diego,515.0,221.0,208.0,94.12,186.0,84.16,183.0,82.81,211.0,28.0,28.0,27.0,27.0,186.0,88.15,42.9126213592233,40.97087378640777
206,Da Vinci Science,Wiseburn Unified,Los Angeles,159.0,54.0,45.0,83.33,29.0,53.7,28.0,51.85,43.0,25.0,24.0,22.0,23.0,28.0,65.12,33.9622641509434,27.044025157232703
207,John C. Kimball High,Tracy Joint Unified,San Joaquin,349.0,124.0,102.0,82.26,73.0,58.87,69.0,55.65,25.0,24.0,22.0,23.0,23.0,16.0,64.0,35.53008595988539,7.163323782234957
208,Oak Hills High,Hesperia Unified,San Bernardino,570.0,201.0,135.0,67.16,91.0,45.27,84.0,41.79,154.0,20.0,18.0,20.0,19.0,58.0,37.66,35.26315789473684,27.017543859649123
209,Liberty Ranch High,Galt Joint Union High,Sacramento,315.0,140.0,108.0,77.14,76.0,54.29,73.0,52.14,32.0,23.0,23.0,22.0,22.0,23.0,71.88,44.44444444444444,10.158730158730158
210,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,448.0,214.0,190.0,88.79,172.0,80.37,167.0,78.04,104.0,25.0,24.0,25.0,24.0,83.0,79.81,47.767857142857146,23.214285714285715
211,Western Sierra Collegiate Academy,Rocklin Unified,Placer,119.0,45.0,41.0,91.11,31.0,68.89,30.0,66.67,32.0,26.0,24.0,21.0,24.0,23.0,71.88,37.81512605042017,26.89075630252101
212,Everest Public High,Sequoia Union High,San Mateo,86.0,42.0,21.0,50.0,9.0,21.43,5.0,11.9,51.0,19.0,17.0,18.0,19.0,12.0,23.53,48.837209302325576,59.30232558139535
215,Gompers Preparatory Academy,San Diego Unified,San Diego,125.0,65.0,35.0,53.85,10.0,15.38,10.0,15.38,114.0,16.0,15.0,17.0,16.0,12.0,10.53,52.0,91.2
216,Da Vinci Design,Wiseburn Unified,Los Angeles,164.0,47.0,33.0,70.21,11.0,23.4,10.0,21.28,33.0,19.0,20.0,18.0,18.0,10.0,30.3,28.65853658536585,20.121951219512198
218,Wonderful College Prep Academy,Kern County Office of Education,Kern,128.0,101.0,37.0,36.63,22.0,21.78,19.0,18.81,126.0,18.0,18.0,18.0,18.0,35.0,27.78,78.90625,98.4375
220,UCLA Community K-12,Los Angeles Unified,Los Angeles,91.0,54.0,32.0,59.26,22.0,40.74,21.0,38.89,21.0,18.0,16.0,18.0,18.0,4.0,19.05,59.34065934065934,23.076923076923077
221,Ramon C. Cortines School of Visual and Performing Arts,Los Angeles Unified,Los Angeles,342.0,211.0,146.0,69.19,66.0,31.28,62.0,29.38,48.0,21.0,21.0,19.0,20.0,23.0,47.92,61.69590643274854,14.035087719298245
222,Stockton Early College Academy,Stockton Unified,San Joaquin,99.0,89.0,78.0,87.64,58.0,65.17,56.0,62.92,72.0,23.0,21.0,21.0,20.0,38.0,52.78,89.8989898989899,72.72727272727273
223,S.F. International High,San Francisco Unified,San Francisco,100.0,47.0,5.0,10.64,16.0,34.04,3.0,6.38,43.0,13.0,12.0,16.0,15.0,1.0,2.33,47.0,43.0
